sets,artist,venue,month,day,year,song_num
Inevitable,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,9
Estoy aquí,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,10
Underneath Your Clothes,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,11
Octavo día,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,12
Ready for the Good Times,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,13
Un poco de amor,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,14
Tú,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,15
Poem to a Horse,Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,16
Objection (Tango),Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,17
"Whenever, Wherever",Shakira,"Pavilhão Atlântico, Lisbon, Portugal",Apr,27,2003,18
Ojos así,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,1
Si te vas,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,2
Fool,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,3
"Ciega, sordomuda",Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,4
The One,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,5
Dude (Looks Like a Lady),Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,6
Back in Black,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,7
Rules,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,8
Inevitable,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,9
Underneath Your Clothes,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,10
Estoy aquí,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,11
Octavo día,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,12
Ready for the Good Times,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,13
Un poco de amor,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,14
Poem to a Horse,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,15
Tú,Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,16
"Te aviso, te anuncio (Tango)",Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,17
"Suerte (Whenever, Wherever)",Shakira,"Plaza de Toros de Las Ventas, Madrid, Spain",Apr,25,2003,18
Ojos así,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,1
Si te vas,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,2
"Ciega, sordomuda",Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,3
The One,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,4
Back in Black,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,5
Rules,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,6
Inevitable,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,7
Estoy aquí,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,8
Underneath Your Clothes,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,9
Octavo día,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,10
Ready for the Good Times,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,11
Tú,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,12
Poem to a Horse,Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,13
Objection (Tango),Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,14
"Whenever, Wherever",Shakira,"Ahoy, Rotterdam, Netherlands",Apr,22,2003,15
Welcome to the Jungle,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,1
Ojos así,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,2
Si te vas,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,3
Fool,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,4
"Ciega, sordomuda",Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,5
The One,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,6
Dude (Looks Like a Lady),Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,7
Back in Black,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,8
Rules,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,9
Inevitable,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,10
Underneath Your Clothes,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,11
Estoy aquí,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,12
Octavo día,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,13
Ready for the Good Times,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,14
Un poco de amor,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,15
Poem to a Horse,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,16
Tú,Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,17
Objection (Tango),Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,18
"Whenever, Wherever",Shakira,"Sportpaleis, Merksem, Belgium",Apr,21,2003,19
Ojos así,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,1
Si te vas,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,2
Fool,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,3
"Ciega, sordomuda",Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,4
The One,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,5
Dude (Looks Like a Lady),Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,6
Back in Black,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,7
Rules,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,8
Inevitable,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,9
Underneath Your Clothes,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,10
Estoy aquí,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,11
Octavo día,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,12
Ready for the Good Times,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,13
Un poco de amor,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,14
Poem to a Horse,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,15
Tú,Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,16
Objection (Tango),Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,17
"Whenever, Wherever",Shakira,"Festhalle, Frankfurt, Germany",Apr,4,2003,18
Welcome to the Jungle,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,1
Ojos así,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,2
Si te vas,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,3
Te dejo Madrid,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,4
¿Dónde están los ladrones?,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,5
Fool,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,6
Que me quedes tú,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,7
"Ciega, sordomuda",Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,8
The One,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,9
Mongoose & the Snake,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,10
Dude (Looks Like a Lady),Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,11
Back in Black,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,12
Rules,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,13
Inevitable,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,14
Underneath Your Clothes,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,15
Estoy aquí,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,16
Octavo día,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,17
Ready for the Good Times,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,18
Un poco de amor,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,19
Poem to a Horse,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,20
Tú,Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,21
Objection (Tango),Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,22
"Whenever, Wherever",Shakira,"Palais Omnisports de Paris-Bercy, Paris, France",Mar,28,2003,23
Inevitable,Shakira,"Unknown Venue, Buenos Aires, Argentina",Mar,9,2003,1
Ojos así,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,1
Si te vas,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,2
Que me quedes tú,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,3
Inevitable,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,4
"Ciega, sordomuda",Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,5
Dude (Looks Like a Lady),Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,6
Back in Black,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,7
Rules,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,8
Estoy aquí,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,9
Octavo día,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,10
Ready for the Good Times,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,11
Un poco de amor,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,12
Underneath Your Clothes,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,13
¿Dónde están los ladrones?,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,14
Te dejo Madrid,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,15
Tú,Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,16
"Te aviso, te anuncio (Tango)",Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,17
"Suerte (Whenever, Wherever)",Shakira,"Estadio Nacional, Santiago, Chile",Mar,8,2003,18
Ojos así,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,1
Si te vas,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,2
Inevitable,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,3
"Ciega, sordomuda",Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,4
Dude (Looks Like a Lady),Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,5
Back in Black,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,6
Rules,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,7
Que me quedes tú,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,8
Estoy aquí,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,9
Octavo día,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,10
Ready for the Good Times,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,11
Un poco de amor,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,12
¿Dónde están los ladrones?,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,13
Te dejo Madrid,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,14
Tú,Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,15
"Te aviso, te anuncio (Tango)",Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,16
"Suerte (Whenever, Wherever)",Shakira,"Jockey Club del Perú, Lima, Peru",Mar,5,2003,17
Ojos así,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,1
Si te vas,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,2
Inevitable,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,3
"Ciega, sordomuda",Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,4
Que me quedes tú,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,5
Dude (Looks Like a Lady),Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,6
Back in Black,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,7
Rules,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,8
Underneath Your Clothes,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,9
Estoy aquí,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,10
Octavo día,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,11
Ready for the Good Times,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,12
Un poco de amor,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,13
¿Dónde están los ladrones?,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,14
Tú,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,15
Te dejo Madrid,Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,16
"Te aviso, te anuncio (Tango)",Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,17
"Suerte (Whenever, Wherever)",Shakira,"Estadio Olímpico Atahualpa, Quito, Ecuador",Feb,28,2003,18
Ojos así,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,1
Si te vas,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,2
Inevitable,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,3
"Ciega, sordomuda",Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,4
Dude (Looks Like a Lady),Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,5
Back in Black,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,6
Rules,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,7
Underneath Your Clothes,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,8
Que me quedes tú,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,9
Estoy aquí,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,10
Octavo día,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,11
Ready for the Good Times,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,12
Un poco de amor,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,13
¿Dónde están los ladrones?,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,14
Te dejo Madrid,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,15
Tú,Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,16
"Te aviso, te anuncio (Tango)",Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,17
"Suerte (Whenever, Wherever)",Shakira,"Foro Sol, Mexico City, Mexico",Feb,14,2003,18
Ojos así,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,1
Si te vas,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,2
Inevitable,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,3
"Ciega, sordomuda",Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,4
Dude (Looks Like a Lady),Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,5
Back in Black,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,6
Rules,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,7
Estoy aquí,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,8
Underneath Your Clothes,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,9
Octavo día,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,10
Ready for the Good Times,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,11
Un poco de amor,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,12
Que me quedes tú,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,13
Tú,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,14
Te dejo Madrid,Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,15
"Te aviso, te anuncio (Tango)",Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,16
"Suerte (Whenever, Wherever)",Shakira,"Auditorio Coca-Cola, Monterrey, Mexico",Feb,12,2003,17
Ojos así,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,1
Si te vas,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,2
Fool,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,3
"Ciega, sordomuda",Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,4
The One,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,5
Dude (Looks Like a Lady),Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,6
Back in Black,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,7
Rules,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,8
Inevitable,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,9
Underneath Your Clothes,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,10
Estoy aquí,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,11
Octavo día,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,12
Ready for the Good Times,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,13
Un poco de amor,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,14
¿Dónde están los ladrones?,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,15
Poem to a Horse,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,16
Tú,Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,17
Objection (Tango),Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,18
"Whenever, Wherever",Shakira,"America West Arena, Phoenix, AZ, USA",Jan,31,2003,19
Ojos así,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,1
Si te vas,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,2
Fool,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,3
"Ciega, sordomuda",Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,4
The One,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,5
Dude (Looks Like a Lady),Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,6
Back in Black,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,7
Rules,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,8
Inevitable,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,9
Underneath Your Clothes,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,10
Estoy aquí,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,11
Octavo día,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,12
Ready for the Good Times,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,13
Un poco de amor,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,14
Poem to a Horse,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,15
Tú,Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,16
Objection (Tango),Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,17
"Whenever, Wherever",Shakira,"Mandalay Bay Events Center, Las Vegas, NV, USA",Jan,25,2003,18
Ojos así,Shakira,"United Center, Chicago, IL, USA",Jan,18,2003,1
Ojos así,Shakira,"Wembley Arena, London, England",Dec,16,2002,1
Si te vas,Shakira,"Wembley Arena, London, England",Dec,16,2002,2
Fool,Shakira,"Wembley Arena, London, England",Dec,16,2002,3
"Ciega, sordomuda",Shakira,"Wembley Arena, London, England",Dec,16,2002,4
The One,Shakira,"Wembley Arena, London, England",Dec,16,2002,5
Dude (Looks Like a Lady),Shakira,"Wembley Arena, London, England",Dec,16,2002,6
Back in Black,Shakira,"Wembley Arena, London, England",Dec,16,2002,7
Rules,Shakira,"Wembley Arena, London, England",Dec,16,2002,8
Inevitable,Shakira,"Wembley Arena, London, England",Dec,16,2002,9
Estoy aquí,Shakira,"Wembley Arena, London, England",Dec,16,2002,10
Underneath Your Clothes,Shakira,"Wembley Arena, London, England",Dec,16,2002,11
Octavo día,Shakira,"Wembley Arena, London, England",Dec,16,2002,12
Ready for the Good Times,Shakira,"Wembley Arena, London, England",Dec,16,2002,13
Tú,Shakira,"Wembley Arena, London, England",Dec,16,2002,14
Un poco de amor,Shakira,"Wembley Arena, London, England",Dec,16,2002,15
Poem to a Horse,Shakira,"Wembley Arena, London, England",Dec,16,2002,16
Objection (Tango),Shakira,"Wembley Arena, London, England",Dec,16,2002,17
"Whenever, Wherever",Shakira,"Wembley Arena, London, England",Dec,16,2002,18
Objection (Tango),Shakira,"Uno Di Noi TV Show, Cinecittà, Italy",Dec,14,2002,1
Ojos así,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,1
Si te vas,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,2
Fool,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,3
"Ciega, sordomuda",Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,4
The One,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,5
Dude (Looks Like a Lady),Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,6
Back in Black,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,7
Rules,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,8
Inevitable,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,9
Estoy aquí,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,10
Underneath Your Clothes,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,11
Octavo día,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,12
Ready for the Good Times,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,13
Un poco de amor,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,14
Tú,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,15
Poem to a Horse,Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,16
Objection (Tango),Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,17
"Whenever, Wherever",Shakira,"Kölnarena, Cologne, Germany",Dec,12,2002,18
Ojos así,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,1
Si te vas,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,2
Inevitable,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,3
"Ciega, sordomuda",Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,4
Dude (Looks Like a Lady),Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,5
Back in Black,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,6
Rules,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,7
Underneath Your Clothes,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,8
Estoy aquí,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,9
Octavo día,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,10
Ready for the Good Times,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,11
Un poco de amor,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,12
¿Dónde están los ladrones?,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,13
Tú,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,14
Te dejo Madrid,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,15
Que me quedes tú,Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,16
"Te aviso, te anuncio (Tango)",Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,17
"Suerte (Whenever, Wherever)",Shakira,"Palau Sant Jordi, Barcelona, Spain",Dec,10,2002,18
"Whenever, Wherever",Shakira,"ITV Studios, London, England",Dec,7,2002,1
Objection (Tango),Shakira,"Wiener Stadthalle - Halle D, Vienna, Austria",Dec,7,2002,1
Ojos así,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,1
Si te vas,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,2
Fool,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,3
"Ciega, sordomuda",Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,4
The One,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,5
Dude (Looks Like a Lady),Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,6
Back in Black,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,7
Rules,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,8
Inevitable,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,9
Underneath Your Clothes,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,10
Estoy aquí,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,11
Octavo día,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,12
Ready for the Good Times,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,13
Te dejo Madrid,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,14
Un poco de amor,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,15
Poem to a Horse,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,16
Tú,Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,17
Objection (Tango),Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,18
"Whenever, Wherever",Shakira,"American Airlines Arena, Miami, FL, USA",Dec,2,2002,19
Ojos así,Shakira,"Fleet Center, Boston, MA, USA",Nov,30,2002,1
